index,annotation,tag,source,text,uri,label,date,checken
690,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/56fb438e-f951-4c51-87fa-e9bd7ede99a5,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_9_tl_19,16. Nov.,,,2024-11-16,jaartal
1209,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/93e2f349-d846-4eb9-8eb1-501d2b572b70,organization,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_9_tl_19,um,,,,italienische Imperium
495,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/3bb28768-d0d4-42ea-a01c-fcd4f8492f35,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_9_tl_2,Beatl,,,,
1325,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/a19c2fab-ef6a-4938-8680-b661facc0cc3,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_9_tl_2,Maria u,,,,
547,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/42cf95c0-c605-43b3-83da-a5ef52b9b807,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_9_tl_6,Beatl ,,,,
583,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/4931c1aa-b524-4ab3-8b4a-6d05b7956b96,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_9_tl_8,Peter ,,,,
746,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/5de3f311-5f26-42a3-9fb9-f7b24d2b920b,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_9_tl_9,U.S.A.,http://www.wikidata.org/entity/Q30,,,
1376,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/a63d1431-b130-4c23-ab0b-4d0453a32900,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_tl_1,René Wubbe,,,,
913,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/718cdcce-e7e9-498d-b230-18506d7e4b79,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_tl_11,Renatel ,http://www.wikidata.org/entity/Q2143292,,,Renata?
991,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/7a6f78a4-3192-4e27-aafc-00f1de463d99,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_tl_16,Kinder ,,,,
1499,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/b594371f-9041-4252-bc7b-4f27f845149d,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_tl_18,Felix,http://www.wikidata.org/entity/Q113802897,,,
1776,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/d7d021fc-4f7d-476f-8e93-9baaff93e552,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_tl_20,Beatl ,,,,
321,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/2603e73f-808b-45c9-9f5e-2f4637214e54,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_tl_21,Katwijk),,,,
1157,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/8d49a5bb-bc73-43da-a8af-070756543bf2,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_tl_24,Beatl ,,,,
140,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/1126ca9e-a59c-4456-b10e-c94e30d2f151,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_tl_3,Renate ,http://www.wikidata.org/entity/Q2143292,,,Renata?
1300,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/9eb6e55b-7be8-46af-a224-a5bbd0124899,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0020_KLAO00764000020/r_tl_7,Renatel ,http://www.wikidata.org/entity/Q2143292,,,Renata?
420,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/3227145d-0aaf-4a73-966b-ef40339b0269,date,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0025_KLAO07715000025/r_377_tl_1,17.5.22. ,,,2022-05-17,
1368,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/a6001682-5f5d-40e1-8a28-d8580a69e474,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0025_KLAO07715000025/r_377_tl_1,Amsterdam,http://www.wikidata.org/entity/Q727,,,
435,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/3413ea66-3273-424e-9426-60bf7d2f30b0,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0025_KLAO07715000025/r_386_tl_1,Onkel Alfred,,,,
1495,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/b555910c-412f-4bb4-9b16-f6d30af27871,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0025_KLAO07715000025/r_386_tl_4,Hoek van Holland,http://www.wikidata.org/entity/Q5505010,,,
992,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/7a9c2e48-0ed3-4b68-b6db-4c557314b17e,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0025_KLAO07715000025/r_386_tl_4,London,http://www.wikidata.org/entity/Q84,,,
1695,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/cc0bbf95-f6bb-4154-90c3-6471fd4fbee1,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0025_KLAO07715000025/r_386_tl_7,Grossmutti,,,,
599,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/4b94f771-f60a-444b-bbfa-316bee23629e,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0025_KLAO07715000025/r_386_tl_8,Mutti,,,,
1583,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/bf0db495-8810-4464-83a7-6cddd039adc8,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0025_KLAO07715000025/r_386_tl_8,O. Alfred,,,,
683,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/561f27eb-f142-4808-bdb8-1f8d047cf256,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0025_KLAO07715000025/r_386_tl_8,Vati,,,,
109,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/0e1a4d21-5d20-4f57-8df2-875257b20cf7,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0025_KLAO07715000025/r_386_tl_9,Tante Sien,,,,
1278,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/9c6e0390-02a7-43ab-8154-3843dc2eea93,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_1,Heinzel ,,,,
154,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/12bca6a6-997d-4be5-985a-0c55880bdef2,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_1,Peter ,,,,
968,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/77a7ecdd-38f4-4c11-bce9-b86957a9d2f9,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_11,Onkel Alfreds,,,,
484,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/3a8a3006-e35b-4877-aed8-5719c2dcdbdf,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_12,Onkel Alfred,,,,
1470,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/b2745720-9f44-476a-866c-ef89fd373d45,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_14,Renatchen,http://www.wikidata.org/entity/Q2143292,,,Renata?
1478,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/b3d42462-6e5b-49b6-a1be-a78108c2f01d,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_18,Renatel,http://www.wikidata.org/entity/Q2143292,,,Renata?
402,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/2fd033ea-58ec-4921-bb04-02e9bebab6c7,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_19,Onkel,,,,
838,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/69a33288-f2ea-4e1f-8cc8-da8b4e2bd2da,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_2,Renatel ,http://www.wikidata.org/entity/Q2143292,,,Renata?
1015,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/7d804fff-319d-456c-a5c2-05e6a6e4aad8,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_20,Alfred,,,,
1593,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/c020750e-d132-4439-a54f-41303618c276,speech,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_20,"""Onkel Alfred",,,,
590,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/49f52d17-819d-4efd-996d-84474bb93f9a,speech,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_21,"hat Bello. - Dummes Luder ruft""",,,,
943,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/74ffa096-4b0c-477f-9a50-0fa90ca37ab9,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_22,Grossmutti,,,,
934,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/73de819d-8e81-4b39-ad59-2ba51a172197,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_22,Mutti,,,,
386,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/2e163004-e3e5-43d8-8b68-85c0f1a82faf,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_22,O. Alfred,,,,
1688,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/cb2af7be-f97b-4a99-b4bc-6750559af9b5,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_23,Peter,,,,
1211,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/9411bf21-f48b-43a5-ba95-99439a766c3c,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_24,Amerikan Hotel,http://www.wikidata.org/entity/Q17291591,,,
1584,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/bf162a9f-9bd4-4358-af91-1c91b7475408,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_24,Leidschen,,,,Leidse plein?
1561,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/bc89ad79-c0e4-417e-b5b3-3ad84150b79e,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_25,Plein,,,,Leidse plein?
1337,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/a2a9e500-d774-46b5-89d3-43597c148b88,abbrev,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_3,u.,,,,
724,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/5bad60bd-46a3-43f1-bad7-4df8cd17714d,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_3,Lieselottel ,,,,
1644,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/c613d9f8-c1a8-4f8a-bbed-57168e478b99,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_4,Onkel Alfred,,,,
1054,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/81ea69b7-c81b-4372-b0f5-056813e79756,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_5,Deutsch-,http://www.wikidata.org/entity/Q183,,,
377,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/2c4b2ff0-67db-4a24-bd1e-6ea4d9310fb9,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2016_tl_6,land,http://www.wikidata.org/entity/Q183,,,
1154,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/8d133cf7-9745-447d-b6dc-eea02fcc4910,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0026_KLAO07715000026/r_2034_tl_17,Muttis,,,,
680,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/55fa5d4c-1ac2-4c78-b229-39e893ba5bd9,abbrev,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_10,U. ,,,,
1358,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/a52f7192-f6d5-4051-93e4-fd7ae5fe6f8c,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_10,Heinzel,,,,
1811,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/dbde2bbd-32a3-4991-abb0-c0268d5b9f9e,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_11,Großmuttel ,,,,
1056,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/822b8a06-88e4-4691-99e0-7a57339e73e7,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_12,Heinz,,,,
1084,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/85da3f72-25be-43e9-8137-d2361eb720c1,speech,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_12,Grossmuttel glaubst Du daß Onkel Alfred,,,,
1619,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/c2a1d249-160f-4d64-bb80-cc7a94e1f3d5,speech,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_13,"mich wieder gesund zaubern kann, dass ich",,,,
1320,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/a1128c42-21fa-42ca-8242-7caa2fcfd627,speech,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_14,aufstehen kann.,,,,
1765,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/d5fea0a0-acd3-4b86-870a-2dc3f1664d31,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_15,Grossm,,,,
416,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/31d65996-dedf-4cac-9a8d-0a8d0482f45e,speech,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_15,Das weiss ich nicht.,,,,
141,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/11350d8f-4a06-478d-852c-6a36437eee2d,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_16,Heinz,,,,
1987,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/f365d018-b9bd-4e8b-8034-c061658b443e,speech,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_16,Das konnen ja nur dier Engel und der,,,,
1144,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/8c3bdfec-fb9b-4b53-9899-bfa127c0b0bc,speech,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_17,liebe Gott.,,,,
1174,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/8faae9c6-968d-4b27-b7f3-743b794ba5ab,speech,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_18,und der Grossvatel,,,,
2062,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/fe38b69e-2f0e-45be-b661-c9e4fc072a7d,speech,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_19,"kann's jetzt auch, der ist ja jetzt",,,,
1840,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/e0329670-ab68-406e-b6ee-f42e40a26cc2,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_2,Onkel Alfred,,,,
543,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/42343a56-8165-4d46-bbd3-3cc2b966bcf4,speech,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_20,een Engel.-,,,,
1282,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/9cb64ab8-1853-4ea5-b191-a811e87e8d22,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_7,Heinzel,,,,
1283,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/9cbb2823-6c21-46dd-81c4-ec308676a047,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_8,Heinzel ,,,,
220,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/19a20588-7181-4b9a-8f05-84c77b0617b3,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_8,Onkel Alfred,,,,
355,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/29d54619-290a-4f48-aa03-244aa8192e64,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_27_tl_9,Renatel,http://www.wikidata.org/entity/Q2143292,,,Renata?
273,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/1ea9c9ca-4aa2-4603-a323-c16df674369d,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_tl_10,Peter,,,,
1484,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/b46170df-0347-4788-865c-a706d481f7c6,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_tl_15, Grossmut-,,,,
1614,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/c1866842-99c5-4c15-8305-3f26662da2b7,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_tl_16,Onkel Alfred,,,,
938,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/7438c815-1ad0-43cd-adc2-d5cc02cd0910,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_tl_16,tel,,,,
586,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/4993a5eb-13ab-4f5b-9bb6-1b198f499467,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_tl_23,Leidschen Plein,https://adamlink.nl/geo/street/leidseplein/2661,,,
1829,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/de10fc88-0acf-4a0f-9bda-ab2e1edc24f6,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_tl_26,Onkel Alfred,,,,
1329,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/a1e2fdd1-2cf3-485c-ab9e-3da647220b95,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0027_KLAO07715000027/r_tl_3,Max Berlargex,,,,
223,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/19e1f648-4304-4752-8c9c-71480d05584c,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_1,Tan-,,,,
1310,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/9fcb3208-4a6b-40f1-9ecb-2bc249a18016,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_10,Mutti,,,,
1879,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/e47c6344-8afa-42b5-bfd7-f2fe0ed07fc7,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_11,Grossmutti,,,,
1257,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/9a127770-c6a6-4faf-9ac2-0934a6cff59b,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_11,Kindern ,,,,
206,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/1814a0c8-6b1b-49bd-968c-d72b7c893fb6,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_13,Großmutti,,,,
59,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/072990a7-945c-43ad-8d88-c167d8cfa45a,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_15,Lieselottchen,,,,
1847,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/e1056ac7-8ebb-4f7b-acf5-30dce0c3aca8,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_16,Vati ,,,,
1462,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/b1c98082-c989-4263-b7e3-830deceb4748,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_17,die Köchin,,,,
1909,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/e983eefe-257b-4ff4-9821-ba576ef95fa9,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_17,Mutti,,,,
1710,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/ce194fb0-6a7d-48e9-92f4-1e28316e23c5,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_17,Deutsch-,http://www.wikidata.org/entity/Q183,,,
1689,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/cb4698e8-ecd7-41e5-9444-c9175aad2b89,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_18,land,http://www.wikidata.org/entity/Q183,,,
1165,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/8e4257d7-9711-499a-9a40-53d29411e6ec,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_2,te Sien,,,,
1367,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/a5ef2bfb-4179-4852-8086-eae782ef8b9f,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_23,Holland ,http://www.wikidata.org/entity/Q55,,,
570,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/47ec3f00-be6e-469c-80f6-ec63675e8455,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_4,Eltern ,,,,
1809,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/dbca95f2-90ad-43bb-a6e3-a8e6dfca5b61,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_5,Mutti ,,,,
601,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/4c0261c7-7e7b-44ba-ab6f-e63f09d95bc6,place,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_5,Sankt,,,,
202,https://id.amsterdamtimemachine.nl/ark:/81741/dataset/diaries/annotations/17cc4a7a-f19e-4715-9e30-57ab9a33139a,person,https://id.amsterdamtimemachine.nl/ark:/81741/amsterdam-diaries/annotations/regions/0044_KLAO07715000044/r_18_tl_6,Vati ,,,,
